1.	M2Mサービスシステムにおけるロングポーリング自律負荷分散方式
2.	統一的な時系列記録を可能とする分散型災害情報共有システム
3.	B木構造に基づくBloomフィルタにおけるフィルタの特性に応じた性能評価
4.	DHTネットワーク上のID変更による検索時間削減方式の提案
5.	Chord#における経路表の維持管理コスト削減手法
6.	2.4GHz帯におけるDuty Cycle閾値制御を用いた最適チャネル検出方式
7.	ボトルネックリンクの利用率に基づいたEnd-to-End輻輳制御
8.	複数の異種規格LAN におけるQoS を考慮したマルチメディア通信システムの研究
9.	Wireless propagation emulator for virtual wireless testbed
10.	20周年記念パネル(過去から未来へ)
11.	P2P防犯エリアネットワークシステムにおける不審者検出方式
12.	水平垂直及び45度sobelオペレータを用いた画像spamフィルタの提案
13.	情報資産価値を用いた最適保存先決定手法
14.	ダミーを用いた位置曖昧化手法の評価
15.	クラウド教育環境における過飽和状態のボトルネック調査
16.	食事情報と体重変化履歴に基づいた適正摂取カロリー量の学習支援システム
17.	コンピュータスキルと情報端末の違いを考慮した観光案内コンテンツの評価
18.	マルチディスプレイを用いた遠隔コミュニケーションにおけるストローク入力整合方式
19.	トリアージのための携帯情報端末用インターフェースの提案
20.	集合知としての走行軌跡による道路の車線数推定手法の評価
21.	3軸加速度センサを用いた歩行者推定に関する研究
22.	加速度センサを用いた動作推定のためのデータ処理手法の一検討
23.	地磁気センサによるスキージャンプの踏切モーションモニタシステムにおける角度測定方式の評価
24.	広域大規模センサネットワークにおけるセンサ観測値可視化システムの提案
25.	無線技術を用いた自律的な被災情報提供システムの構築
26.	実写写真を利用した簡易3Dバーチャル空間作成手法と災害医療支援への応用
27.	蓄電池を効率的に利用するためのルールに基づく給電機器制御システムの提案
28.	商品と配置関係とを反映するディスプレイ「リフレクトアド」
29.	多数傷病者事故における医療支援のための傷病者の位置・生体情報可視化システム
30.	家庭内EoDのための制御ルール変換を用いた電力機器管理システム
31.	Scenargieを用いたユーザ行動のシミュレーション
32.	Waon：動的負荷分散特性に基づく構造化P2Pネットワーク
33.	空間連続データに適した補間リンク構造を有する構造化P2Pネットワーク
34.	場を共有するオンラインサービスのための自己起点モバイル グループ生成手法の提案
35.	健康志向歩行ナビゲーションのための加速度センサによる身体的負担度推定法
36.	災害データベース・Twitterと連携するDTNベース災害安否確認システムの提案
37.	太陽光発電型グリッドシステムにおける再起動機能の評価
38.	被災情報収集用無線ネットワークの平時利用に関する一検討
39.	マイクロブログを用いた地域におけるホットトピック検出手法の検討
40.	サブオントロジーテーラリングを使用したセマンティックグリッドサービスの検証
41.	動線分析における分析項目の同時可視化手法の提案
42.	ロボットとインターネットサービスの融合を実現する分散処理フレームワーク
43.	Dynamic Numerosity Reduction for Mining-Based Agent Learning
44.	再生可能システムのための代謝計算モデル
45.	2耐故障RAIDの性能評価
46.	能動化された知識資源によるネットワーク障害解決支援システム
47.	ユーザによるVAP配置の支援システムVASS
48.	無線メッシュネットワークにおける隣接関係を考慮した経路確立手法の有効性検証
49.	OLSRにおけるノード故障に対応する迂回路の存在を保証する広告リンク選択手法
50.	無線マルチホップネットワークにおける最大通信量を求めるための拡張ラベリング法
