1.	通信設定がWi-Fi CSIに与える影響の調査
2.	異種無線混合DTNを用いた避難行動シミュレーションにおける避難者の強引さを考慮した避難移動モデルの検討
3.	複数台ロボットに搭載した2D-LiDARによる静止人物判定手法
4.	フラワーガーデンフィードバックによる遠隔会議支援手法の提案
5.	Energy-Free Step Counting
6.	IoTデバイスに電源と環境情報と例外発生を供給する方式とこれを用いた開発支援環境の提案 ーRaspberry Com*PoTE を用いた Raspberry Workbench の設計と実装ー
7.	場の共有を目的とした３次元空間共有基盤の実装
8.	Concept Design for Inclusive and Engaging Augmented Reality Assisted Disaster Prevention Guidelines
9.	鼻腔経路の異なる香りを提示可能なデバイスの設計と味覚に与える影響の基礎評価
10.	推定深度に基づく動的背景置換によるAR仮想空間システムの実装
11.	ディスプレイ環境の変化に着目したワークスペース構築手法の評価
12.	近傍文字情報を用いた単語絞り込みを利用した視線スワイプによるテキスト入力法の改良
13.	SPARK: マルチエージェントによるマインドマップに基づいたアイデア創出支援ツール
14.	空間情報処理のオフローディングによるリアルタイムAR積雪可視化システムの実装
15.	SDNを利用したマルチドメイン環境での災害発生直後のデータバックアップ手法の設計
16.	WebAssemblyの高速化を支援する実行環境の切り替えが容易なフレームワークの提案と試作
17.	手術前の有害事象予測におけるFiltered β-VAEによるデータ生成の検討
18.	情報量の多いシカ画像の撮影を目的とした2台のカメラ位置の評価関数の生成
19.	Vehicle Trajectory Data Reduction in Maneuver Coordination Message by Polynomial Approximation
20.	ドライブレコーダを用いたメモリアル経路動画キュレーションのための“観光地らしさ”の再考
21.	スマートフォン内蔵マイクを用いた歩道路面状況推定における汎用性の向上に向けた改善
22.	Maneuver Coordinationにおける交渉受け入れ基準の検討
23.	軌道形状クラスタリングに基づく交通量調査の自動測定方式の実装と評価
24.	群衆内を移動するロボットのナビゲーション手法における環境の影響度評価
25.	Smartable： マルチ振動センサと深層学習を用いた既存家具のインターフェース化の検討
26.	スマートフォンを置いた平面のボタン化のためのタップ認識手法
27.	マルチエージェントに基づく学習データ流通基盤の提案
28.	リアルタイム感情フィードバックによるカメラオフ会議でのコミュニケーションの円滑化
29.	不均衡データセットを考慮した脳波による感情認識
30.	路線バスと他の交通機関との乗り換え時間設定に対する乗り換え成立状況の解析と運行ダイヤ改善指標の改良検討
31.	乗り捨て型カーシェアにおける返却予測モデルの構築と評価
32.	ライドシェアサービスにおけるユーザ満足度の向上に向けた配車アルゴリズムの提案と評価
33.	TCP BBRのRTpropの更新とTCP公平性の改善に関する一考察
34.	ニューラルネットワークを用いたトラフィック解析によるネットワーク状態推定手法の設計と実装
35.	IoTデバイスへの重み付けと電池残量に基づく中継機能の停止判定によるデータ受信時間の延長
36.	DPSWS2022 委員長メッセージ・委員一覧・目次等
